	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	0	0	0	0	0	1	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	0	0	0	0	-1
	-1	2	2	0	0	0	0	0	-1
	-1	0	2	0	0	0	1	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	0	0	0	0	-1
	-1	0	2	0	0	0	1	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	1	-1
	-1	0	0	0	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	0	0	0	0	-1
	-1	0	2	0	0	0	1	1	-1
	-1	4	0	0	0	0	0	1	-1
	-1	4	4	0	0	0	0	1	-1
	-1	0	4	4	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	5	5	0	0	-1
	-1	0	2	0	5	0	1	1	-1
	-1	4	0	0	0	0	0	1	-1
	-1	4	4	0	0	0	0	1	-1
	-1	0	4	4	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	0	0	0	1	-1
	-1	4	4	0	0	0	0	1	-1
	-1	0	4	4	0	0	0	0	-1
	-1	0	0	0	0	0	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	0	0	0	1	-1
	-1	4	4	0	0	0	0	1	-1
	-1	0	4	4	0	7	7	0	-1
	-1	0	0	0	0	7	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	0	0	0	3	3	3	3	-1
	-1	2	2	0	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	8	0	0	1	-1
	-1	4	4	-1	8	0	0	1	-1
	-1	0	4	4	8	7	7	0	-1
	-1	0	0	0	8	7	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	-1	9	9	3	3	3	3	-1
	-1	2	2	9	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	8	0	0	1	-1
	-1	4	4	-1	8	0	0	1	-1
	-1	0	4	4	8	7	7	0	-1
	-1	0	0	0	8	7	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	-1	9	9	3	3	3	3	-1
	-1	2	2	9	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	8	0	0	1	-1
	-1	4	4	-1	8	0	0	1	-1
	-1	-1	4	4	8	7	7	0	-1
	-1	10	10	10	8	7	0	0	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	-1	9	9	3	3	3	3	-1
	-1	2	2	9	5	5	0	0	-1
	-1	-1	2	6	5	0	1	1	-1
	-1	4	6	6	8	0	0	1	-1
	-1	4	4	-1	8	0	0	1	-1
	-1	-1	4	4	8	7	7	11	-1
	-1	10	10	10	8	7	11	11	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

	-1	-1	-1	-1	-1	-1	-1	-1	-1
	-1	-1	9	9	3	3	3	3	-1
	-1	2	2	9	5	5	-1	-1	-1
	-1	-1	2	6	5	12	1	1	-1
	-1	4	6	6	8	12	12	1	-1
	-1	4	4	-1	8	-1	-1	1	-1
	-1	-1	4	4	8	7	7	11	-1
	-1	10	10	10	8	7	11	11	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1

